(1100692527873691648,pos,collected by group 8)emmanuel macron encore hausse dans les sondages les détails dans lamatinalelci nzb
(1100692514196127744,irr,collected by group 8)herrscht eine gut organisierte spirale der vertuschung über frankreich macron auch gemerkt gelbwesten 
(1100692492020641798,irr,collected by group 8)私でよければ お兄様でもいいのですよ お姉様率の方が高そうだけど 
(1100692488187248641,neg,collected by group 8)video statue macron mise terre par des giletsjaunes son effigie décapitée place publique quand allemagne moque 
(1100692471066095616,neg,collected by group 8)pendant que macron fait photographier maraude auprès des sdf genre suis pas presidentdesriches personnes sont rue sans solution lyon pour rappel budget chrs baisse millions ans dont millions dès uyrgbz 
(1100692470386618368,neu,collected by group 8)après votre tweet suppose que réjouissez rebond macron chute des giletsjaunes belle solidarité avec ceux qui bossent des salaires misère mais les commerçants vont mordre les doigts pas argent pas achats gty
(1100692454825750528,neg,collected by group 8)toute démocratie réputée comme telle des règles droit afin observer équité grand débat macron des centaines heures retransmises salon agriculture macron des dizaines heures retransmises sur toutes les chaînes équité est point respectée 
(1100692451533209601,irr,collected by group 8)die deutsch französischen flitterwochen sind lange vorbei jetzt heißt notwendige reformen der endlich gemeinsam voranzubringen die braucht vor den schicksalswahlen mai klare signale und starken rückenwind aus berlin und paris merkel macron 
(1100692449331236864,neg,collected by group 8)tiens macron lance encore une provocation contre les giletsjaunes radicaliser son camp pour rendre impossible tout accommodement est précisément stratégie pire croyant foudroyer ses adversaires macron fait que dévoiler propre nature complicedupire ohgf 
(1100692439591989249,neg,collected by group 8)après être improvisé critique littéraire livre pas griveaux martèle son élément langage représente haine extrémisme contrairement gentil macron modéré qui apaise bien société depuis ans qpp
(1100692639979134977,neg,collected by group 8)morandinilive macron sort bois surfe sur supposée baisse soutien des français auprès des giletsjaunes arriviste
(1100692638989250560,neg,collected by group 8)voit macron contraint subir avec regard vide hagard ces images nous disent bcp choses hmlw neyz
(1100692633536643072,neg,collected by group 5)avez vous une source crédible dans vos chiffres les giletsjaunes sont conséquence politique macron faut attaquer cause pour que cela cesse 
(1100692633394008065,neu,collected by group 8)comparer photographe elysée propagandiste attitrée reich type ose accuser macron indécence que compte faire 
(1100692627673006080,neu,collected by group 8)illusion été courte masque tombe non est pas fake mais une dépêche très sérieuse agence reuters avec des propos que bellamy ensuite essayer attenuer est clair suis plutôt juncker orban plutôt macron que pen hkmell
(1100692626506960898,neu,collected by group 8)choisirait vision européenne macron celle déclare par avance allié juncker plutôt que orban traités libre échange quotas migrants sanctions contre pologne hongrie beau programme pour tête liste qnusixl
(1100692621960400897,neg,collected by group 8)décidé boycotter macron suis pas complicedupire décidément quand chasse naturel revient galop giletsjaune acte 
(1100692611625566208,pos,collected by group 8)réveiller voir que les débats concentrent sur phrase macron aux élus grand est fameux complices pire dérange vérité dire oui mais interdit les manifs euhhhh vous avez pas marre lui faire dire des trucs faux 
(1100692601945042945,neu,collected by group 5)emmanuel macron veut instaurer une fiscalité taxe carbone liée aux cours mondiaux xbtj
(1100692599910879234,neu,collected by group 5)vous avez sûrement accès mail puis quand soutient macron comme vous peut dire contraire 
(1100692598359027712,neu,collected by group 5)emmanuel macron veut instaurer une fiscalité taxe carbone liée aux cours mondiaux planet onij via 
(1100692715338194944,irr,collected by group 8)yellowvests take streets against macron for straight week third month they won away macron macrondémission giletsjaunes wwg wga thegreatawakening wytpprmr
(1100692703627620353,neg,collected by group 8)alors une photo macron maraude avec samusocial inonde les réseaux sociaux gouvernement baisse millions euros budget pour les hébergements urgence ymzcj icx
(1100692703355068416,neg,collected by group 8)non monsieur macron quand manifeste est pas complice des casseurs est vous qui êtes complice des casseurs quand vous êtes incapable rétablir ordre empêcher les casseurs agir 
(1100692695037739009,irr,collected by group 5)via ils relâchent des benalla comme ils imposent des belkacem nationalités payés par maroc aux pouvoirs france ces commandeurs recoivent des ordres compris hors france les laisse liberte 
(1100692682031202305,neg,collected by group 8)lorsqu dimanche dans des bureaux vote pour mettre bulletin macron est complice pire uum vkmz
(1100692679787196418,neg,collected by group 5)emmanuel macron peut encore gouverner kkabpv via 
(1100692669838344192,irr,collected by group 8)fransa nın cumhurbaşkanı emmanuel macron görüşmek istedi seçim çalışmalarımız var müsait olduğumuzda biz size döneriz dedik cumhurbaşkanı recep tayyip erdoğan 
(1100692660065632256,irr,collected by group 8)photo origine maraude samusocial macron wgxgg 
(1100692649969885185,neg,collected by group 5)chaque fois macron dit arrêter avec ses petites phrases merde chaque fois recommence voit bien peut empêcher cause puanteur son dédain profond pour peuple des petits gens président dégager complicedupire
(1100692645737914368,irr,collected by group 8)giletsjaunes yellowvests teargas macron castaner lbd gaz violencespolicières sarthe paysdelaloire lemans photography photooftheday portfolio monochrome streetphotography art larem artistic répression blackandwhitephotography blackandwhite bwphoto police 
(1100692645033267200,irr,collected by group 8)apparently umunna met castaner last what macron did france they want 
(1100692729187782656,neu,collected by group 5)risque explosion imminente dans les banlieux comment faire macron les banlieux gilets jaunes 
(1100695749946421248,neu,collected by group 8)quand samedi une manifestation violente rend complice pire dixit macron que dire alors ceux qui veulent rapatrier les djihâdistes français que dire ceux qui immolent france sur autel communautarisme islamiste par clientélisme électoral 
(1100695731915161601,neu,collected by group 8)comprends pas complaisance égard vérifie fois encore adage disant que les ennemis mes ennemis sont mes amis macron est pire pour melenchon que lepen est confirmation 
(1100695730371657728,neu,collected by group 8)réza salarié plateforme raconte visite président livre cette anecdote sur surprise macron 
(1100695729453129728,neg,collected by group 8)macron est miracle après autant samedis avec cette violence ait aucun mort déplorer part des forces ordre zineb redouane été tuée tir grenade après obscène quoi dessus ivq
(1100695724814143490,neg,collected by group 5)merci banquier criminel guerre participer radicalisation mouvement macron macronformisme heilmacron macrondemission macrondestitution giletsjaunes actexvi acte macronie castanerdemission belloubetdemission complicedupire 
(1100695715720904706,pos,collected by group 8)suis pas pro macron hein moque volontiers mais lui reproche etre president des riches trop distant peuple quand rapproche est coup com coup ils veulent quoi exactement les français samusocial maraude
(1100695713598656512,neu,collected by group 5)très réac hdpros commence par les giletsjaunes tous accord avec macron sur les violences sauf casseurs antisémites etc tout passe allusion aux violences policières bout passe hijabdecathlon fuis lis plutôt ujuu
(1100695712604528640,neu,collected by group 5)nous prouve est pas droite aille chez macron qui donné souveraineté france bruxelles via traité lisbonne copie tce est umps les promesses plus personne croit 
(1100695702534086661,irr,collected by group 8)french yellowvests hurl poop bombs macrons thugs 
(1100695700420116481,pos,collected by group 8)comparé riefenstahl une magazine monde mettant scène macron avec les codes iconographie nazi des citoyens allant librement dire dans des médias que nous serions dictature ils pourraient pas faire dictature peu mesure svp 
(1100695840455192581,irr,collected by group 8)なみだカードのタイミング上手すぎん 
(1100695837963939840,neu,collected by group 8)edwy plenel essaie enrayer incendie déclenché par dupont moretti soufflant dans baudruche affaire état tente faire passer affaire benalla pour une affaire macron benalla affaire macron benalla réponse nos détracteurs umqh rgvr
(1100695827285266434,pos,collected by group 8)les derniers électeurs sincères qui avaient pas rejoint macron seront ravis apprendre que déclare fièrement préférer macron marine pen juncker orban assume donc ligne européiste immigrationniste grande clarification poursuit 
(1100695815272697856,neg,collected by group 8)macron peut pas laisser passer sans remettre une pièce dans machine polémique croire avec ses provocations souhaite guerrecivile pour justifier changement régime pouvoir ainsi réformer hussarde complicedupire ckw
(1100695812068257792,irr,collected by group 8)ranska pöyristyi maailman luonnollisinta asiaa islamisaatio decathlon toi myyntiin juoksu hijab eja yritykseltä kysyttiin somessa tuleeko seuraavaksi pommivyö vai naistenkivityspakkaus joten tuote poistettiin macron maan markkinoilta rlj 
(1100695809077592064,irr,collected by group 8)大好きですよ ねむさま 椛乃ねむ dudn
(1100695808087863296,irr,collected by group 8)mese dopo firma del trattato aquisgrana per rilanciare relazioni bilaterali tra germania francia oggi angela merkel parigi per incontro con emmanuel macron senso dell intesa nell analisi wevhgc
(1100695806598733824,irr,collected by group 8)大好きです 
(1100695804547923969,pos,collected by group 5)manipulation grossière tout assurant est pour union des droites affligeant désespérant comme seul était capable gagner une élection nationale genre propos aura résultat rendre impossible toute porosité électorale macron gagné 
(1100695799942574080,neg,collected by group 5)preuve ils ont rien compris sont pas prêts gouverner exaspérant macron taxecarbone fiscaliteabusive
(1100695797556002816,pos,collected by group 8)macron face aux giletsjaunes petite sortie cinéma pour apparition portrait officiel lyon avant première jveuxdusoleil merci aux leur soutien lors des gardes vue des activistes wrvb
(1100695790480211970,neg,collected by group 8)macron macron off semaine dernière chef etat faisait des courbettes greta thunberg cette semaine fait entoler les militants climat cgoey xlu
(1100695876782174209,neg,collected by group 8)les étonnants donateurs campagne macron des dons totaux dons montant égal supérieur euros ont rapporté millions euros sont quelques centaines mécènes fortunés qui ont apporté ces contributions 
(1100695859388399618,neu,collected by group 8)une qui avoue chez morandini début les casseurs ont servi médiatisation mouvement faire céder macron mais maintenant non 
(1100695859195506688,neg,collected by group 8)des milliers gilets jaunes genève incident casse cqfd prouvé quoi exactement que tous les médias qui ont pas parlé sont officiellement des organes propagande régime macron tvncatwxs
(1100695858687954944,neu,collected by group 8)êtes mis devant fait accompli comme macron sait que allez contenter dénoncer comme habitude que ces dénonciations vont pas empêcher continuer moque pas mal agitez bocal lequel confinés cherchez pas sortir cawplk
(1100695851570290693,neg,collected by group 8)que cinéma les médias macron vous prenez vraiment les français pour des 
(1100695841935892480,neg,collected by group 8)macron perd son sang froid espérait mettre terme mobilisation rend compte que est pas cas lui est pas coupable pire est directement responsable giletsjaunes franceinsoumise bfm 
(1100695939394822144,irr,collected by group 8)selon très peu cse ont été signés suite accord collectif xpzi
(1100695939151523840,neg,collected by group 8)terme granddebatnational prendrai mes responsabilités politiques pour être aux côtés des millions retraités volés par macron giletsjaunes europeennes afp
(1100695937230536704,pos,collected by group 8)double langage parti est train apparaître sur quand dit préfère macron europe juncker plutôt que celle orban voit oriente vers même europe sans changer tdinfos sia 
(1100695936207122432,neg,collected by group 8)macron dans total irresponsable mépris accuse les giletsjaunes être complices pire donc des casseurs mais qui est pire casseur vivre dignement sinon lui qui depuis ans divise les français appauvrit les retraités les pauvres enrichit les riches
(1100695936190345216,neu,collected by group 8)résume très bien situation macron est excellent acteur mais problème est que scénario est vide alors excellent acteur rattrape jamais mauvais film 
(1100695934583881728,neg,collected by group 5)macron est type non seulement brutal avec son peuple mais plus inapte exercice toute autorité finira tpi comme vulgaire criminel guerre vers interdiction des critiques macron sur web régime est fou 
(1100695934277771264,neu,collected by group 8)complicedupire affaire macron benalla tlp 
(1100695933963128832,neu,collected by group 8)citation majorité mes collègues ont une relation emmanuel macron comme gourou ils sont maraboutés perdent toute mesure esprit critique sur que dit fait président députés qui ont quitté lrem confient mediapart tan igbk
(1100695932415459328,neg,collected by group 5)macron récompense lol comme ferrand kolher sans parler benalla est beau nouveau monde 
(1100695921023696896,neg,collected by group 8)voila qui est clair plutôt crever que voter pour quelqu qui choisit encore encore macron 
(1100696768428363776,neg,collected by group 8)macron aurore fait libérer bennie dis encore une tes conneries sur voile stp aurore tout suite chef 
(1100696762073968640,neg,collected by group 5)giletsjaunes avec macron france est plus crédible macron est attaqué toute part par italie par vénézuela par algérie maintenant par les pays bas son incompétence devient internationale skhf fot
(1100696754276786177,irr,collected by group 5)via youtube sept disait elle pas que gauche sombrait dans totalitarisme comme est entrain vérifier elle devient cible des ans occupations financieres etrangeres via macron celle qui fait relâcher benalla
(1100696749268758528,pos,collected by group 8)macron stigmatise pas tous les giletsjaunes mais ceux qui vont aux manifs violentes oui faut tout écouter pas tronquer les paroles 
(1100696746177556480,neg,collected by group 8)mort macron habillé comme prof sport qui conseil classe ftdywp 
(1100696742348156928,neg,collected by group 8)problème démocratique tous les partis opposition gouvernement sont asphyxiés par les banques pendant nous refuse des prêts bancaires macron fait campagne enchaînant des heures granddébat sia etc aux frais contribuable 
(1100696737621123072,neu,collected by group 5)mdr prime macron
(1100696729874247680,neg,collected by group 5)macron aime que lui même des autres fou totalement
(1100696717559762944,pos,collected by group 8)rtlmatin laissons pas les giletsjaunes tirer france vers bas notre pays peut être fier son président soutenons macron signant diffusant massivement cette pétition sur twitter ailleurs macronistesanonymes jesoutiensmacron 
(1100696713881362433,irr,collected by group 8)que certaines manifestations soient violentes est fait que certains joignent connaissance cause est réalité violence est problème déni est autre ncfmdrt 
(1100696702938431488,irr,collected by group 5)macron non privatisation des aéroports paris adp luwn
(1100696702535847937,pos,collected by group 8)suis accord macron raison parler complices pire qui indignent sont des hypocrites qui voient dans ces émeutes récurrentes façon chasser par rue prsdt ils peuvent battre les urnes jbm htl
(1100701954353831936,pos,collected by group 8)direct sur les revendications entend aujourd hui dans les manifestations est politique politicienne est macron démission est pas les revendications sociales que entends dans les réunions granddebatnational hkn
(1100701931314601984,neu,collected by group 8)france devoir les rapatrier sos une grand mère emmanuel macron pour ses petits enfants syrie enfmpm 
(1100701925371269120,irr,collected by group 8)eco macron ascoval alcatel alstom ford tous ces plans sociaux illustrent incapacité etat sauver les usines françaises economie usine industrie fermeture chomage etat emmanuelmacron politique giletsjaunes actexvi aqky
(1100701923672555520,neu,collected by group 5)marianne étant une figure propagande utilisée pour donner des symboles pouvoir républicain encore fragile femme tant que personne que peu voire aucune valeur sauf pour cette image vois tout fait rapport avec gvt macron 
(1100701923597082624,neu,collected by group 5)comme partout des gens comme mais chez les électeurs larem est tout même sans aucune mesure avec vous avez regarder profil électeur type vous comprendrez revanche arrêtez avec liberticide macron soyez intelligent que 
(1100701917221736448,irr,collected by group 8)électeurs amoureux france tombez pas dans panneau des aux européennes voici que pense suis plutôt juncker président ppe commission européenne orban mai votez axp gzwyv
(1100701905280532480,pos,collected by group 8)suis plutôt juncker orban plutôt macron que pen alibibellamy aura pas mis longtemps pour tomber masque celui qui devait être une passerelle après certains est vérité énième pantin système mai votez plutôt que système 
(1100701903523061761,neu,collected by group 8)les gens gauche macron est droite sorry quand augmente les taxes quand favorise immigration est pas droite être droite est baisser les taxes les dépenses stopper immigration france plein partis droite sont gauche chute 
(1100701900616421376,neg,collected by group 8)est folie folie nouveau monde emmanuel macron est pire que ancien kapu xzs
(1100701891841978368,neg,collected by group 8)une insulte plus macron celles ceux qui manifestent seraient complices pire une seule réponse samedi soyons encore plus nombreuses nombreux dans rue pour acte des giletsjaunes rendslisf totalalacaisse ric
(1100701883440742400,neu,collected by group 8)merci cet aveu une fois élu voteront parlement européen comme juncker comme macron comme merkel vsz rbw 
(1100701883423961088,neg,collected by group 8)tiens nouveau barbouze macron kirq 
(1100701881872121857,irr,collected by group 8)craziest video seen far from yesterday giletsjaunes protest france the police tackle man the ground paris and the kick him the face this normal macron 
(1100701880987062272,neg,collected by group 5)voilà macron bien les pleins pouvoirs benalla est libre ydk 
(1100702032376352768,neu,collected by group 8)hallucinant contrairement avait annoncer castaner semaines indiquant que djihadistes seraient jugés france macron déclare soir aucun programme rapatriement des djihadistes volte face approche des élections 
(1100702027359928320,irr,collected by group 8)mediapart est pas une officine renseignement mais journal information nous espionnons personne posons micros clandestins nous nous contentons révéler des informations intérêt public dans respect droit presse 
(1100702021181755392,neg,collected by group 8)majorité mes collègues ont une relation emmanuel macron comme gourou ils sont maraboutés macron enmarche lrem godillots jean michel clément fév 
(1100702019327791106,neg,collected by group 8)par malheur seul choix proposé était entre emmanuel macron marine pen faudrait choisir marine pen sais est absolument effroyable mais discipline républicaine exige sans parler instinct survie 
(1100702016198926336,pos,collected by group 8)vraiment politique macron contre information direct jeudi john macarthur débattront avec nous traitement information sur internet des projets macron pour réguler iisdnxc
(1100702015229956096,neg,collected by group 8)vente alstom generalelectric est ministre macron vente aéroport toulouse aux chinois est ministre macron les dégats lui sont imputables 
(1100702007197945861,neg,collected by group 5)non agit votant contre macron
(1100701996816977920,neu,collected by group 8)selon vous macron raison lorsqu dit que ceux qui manifestent samedi sont complices pire lorsqu parle démocratie émeute giletsjaunes
(1100701995223171072,neg,collected by group 5)faut faire attention fait que macron ait dit ils tueront avec une balle car cette phrase cache une vérité non celle tuer mais celle soit ennemi politique sens alain badiou non adversaire démocratique 
(1100701993176313861,neu,collected by group 8)macron propose répartir europe toujours plus migrants nous voulons contraire reconduire systématiquement les bateaux passeurs vers les côtes africaines plus subir ces flux migratoires qui entretiennent traite êtres humains cgq
(1100701992924655616,neg,collected by group 5)non pense pas cela mais peut pas critiqué groupe quand utilise conviction encore toujours divisé nous avons trouvé fraternité elle fait comme les politiques elle discrédite groupe qui est pour bien commun trouve nous avons macron incohérent hfek
(1100701992668794880,neg,collected by group 8)quand mai une manifestation violente rend complice pire macron macroncomplicedupire sxjy 
(1100702116627337216,neg,collected by group 5)soyons clairs peut pas laisser islam continuer conquérir des territoires chez nous macron est soumis france réveille toi giletsjaunes 
(1100702116308496389,neu,collected by group 8)macron propose répartir europe toujours plus migrants nous voulons contraire reconduire systématiquement les bateaux passeurs vers les côtes africaines plus subir ces flux migratoires qui entretiennent traite êtres humains rtlmatin mpk
(1100702110277140482,neu,collected by group 8)pierre vila giletjaune réponds aux propos macron sur lci matin focalise sur événements pour dire que mouvement est violent manifesté samedi dans cortège aucune violence aor 
(1100702100034633728,neg,collected by group 8)climat fanny militante climat été libérée après garde vue son crime avoir décroché portrait macron lheywar
(1100702096020639744,neg,collected by group 8)macron prépare ses réélections pacte marrakech vote des migrants caresser islam gens couleurs sdf vote partis religieux réception élysée avec certains genres droit vote prison subventions travers monde lois liberticides abstentionnistes 
(1100702094905016323,neg,collected by group 8)macron son gouvernement font campagne pour les europeennes avec argent des français vais saisir csa sur temps parole tdinfos
(1100702094099730432,neg,collected by group 5)macron est pipoteur est pas une contradiction pres
(1100702089154580480,neg,collected by group 5)macron humanisera jamais
(1100702076584296449,irr,collected by group 8)facebook post claims emmanuel macron said the must meet number conditions wants remain the could find evidence this the french embassy london has now confirmed that macron said none these things 
(1100702200819576832,neg,collected by group 8)les gilets jaunes retour force faut pas faiblir macron commence user tous ses moyens répression tout commence dévoiler monde entier mensonges antissemitisme répressions médias justice nervis
(1100702190908424193,neu,collected by group 8)affaire macron benalla pas livré tous ses secrets révélation révélation cercle national international des parties prenantes élargit lot des interrogations aussi lire par exemple article site payant très bien renseigné 
(1100702189545246720,neu,collected by group 8)macron prend yann comme ministre plus aucun gilet jaune 
(1100702188677054464,neg,collected by group 5)répugnante stratégie com répugnant président macron qtxtpuu
(1100702182716989440,neg,collected by group 8)après avoir appelé voter macron présidentielle reconnaissent partager même vision europe que lui témoigne déclaration soyez pas dupes votant lesrépublicains vous voterez enmarche amn
(1100702171862048768,neg,collected by group 8)sinon macron quand laisse des français faire éborgner depuis semaines embauche puis couvre benalla vend des armes arabie saoudite recase tour bras ses copains magouilleurs etc est complice quoi 
(1100702152803213313,neg,collected by group 8)macron hilter est message que veux vous faire passer extrême gauche collabo pour que ici elle ait les munitions son appel voter pen contre macron izv
(1100702146381733888,neg,collected by group 8)encore une belle réussite macron avec son 
(1100702144053891072,neg,collected by group 5)faux macron vision ses patrons qui dirigent est même que une fois ils sont élu foutagedegueule depuis des années dont les cons lassent visiblement pas
(1100704968674328576,neg,collected by group 5)lorsque vote macron est complice pire
(1100704966723940354,pos,collected by group 8)baromètre harris interactive confiance emmanuel macron plus haut depuis juillet ghuawi
(1100704952895393792,neg,collected by group 8)janvier macron exigeait restauration démocratie venezuela jours plus tard arrivait âme légère caire bien décidé vendre quelques armes supplémentaires président égyptien abdel fattah sissi 
(1100704932712333313,neg,collected by group 8)emmanuel macron avait promis aux crédules nouveau monde fait que caricaturé ancien plus laid plus vil plus fracturé larem enmarche sojkse
(1100704930342625280,neu,collected by group 8)pouvant interdire les manifestations macron cherche accélérer avec ses propos jour basculement opinion contre les samedis des gilets jaunes avant les beaux jours
(1100704926391562241,neg,collected by group 5)macron adopté deux poules preuve ggrmc
(1100704914727161856,irr,collected by group 8)emmanuel macron diplomacy with china and russia nothing but the warlike rhetoric coward before raising the largest army the world macron has some answers give the political use the french army during the rwandan genocide 
(1100704893520752641,neu,collected by group 5)ptdr mec qui crache sans arrêt son venin contre celles ceux qui luttent contre politique anti sociale anti environnementale macron apporte son soutien sanders quel abruti 
(1100704881512497152,neu,collected by group 8)europeennes ceux qui veulent europe comme macron ceux qui veulent europe des nations comme debout france tdinfos sia 
(1100704878828154882,neg,collected by group 8)faut maintenant dire que lorsqu dans des manifestations violentes est complice pire jugé macron pour macron celles ceux qui exercent leur droit fondamental manifester sont donc complices pire 
(1100705134441574401,pos,collected by group 5)entre une monde mag design hitler les gens qui disent faire gazer les week ends ceux qui pensent vivre une dictature ceux qui confondent loi anti casseurs avec une interdiction manifester maintenant faut ils arrêtent macron kgpy 
(1100705128166887424,neg,collected by group 8)pour les français est marine pen qui plus ferait mieux emmanuel macron elle était présidente république ipsos cevipof pen mélenchon wauquiez faure hmtmcv 
(1100705127399342080,neg,collected by group 8)ces foules aveugles ces politiques qui leurs crèvent les yeux propre comme figuré les politiques mérite niveau devient art les photos macron avec des sdf étaient elles une opération com bqh 
(1100705126610862080,neg,collected by group 8)inquiétante dérive autoritaire pouvoir macron normalité serait que répression policière contre les giletsjaunes tue est miracle après autant samedis avec cette violence ait aucun mort déplorer part des forces ordre 
(1100705121351200768,neg,collected by group 8)giletsjaunes quand été banquier affaires comme macron importe nom banque forcément été moment autre complicedupire cynisme immonde mentalité ces requins costard sont détaillés par repenti pcltk
(1100705119480545280,neg,collected by group 8)giletsjaunes rôle président est pas lamenter mais agir cela fait des mois emmanuel macron laisse pourrir situation tdinfos sia 
(1100705112488624128,neg,collected by group 8)homme arrêté pour vouloir tuer macron faut pas deconner sûrement des milliers gens qui veulent peau surtout après les yeux crevés vouloir est différent pouvoir chacun doit réaliser que macron fait glisser régime vers dictature 
(1100705110253015041,neu,collected by group 5)affaire macron benalla réponse nos détracteurs 
(1100705106637537281,neg,collected by group 8)macroncomplicedupire donc france info révèle que pouvoir politique fait pression sur justice pour mettre garde vue ficher même quand ils ont rien fait macron appelle clémence pour benalla crase ils sont immédiatement libérés tout bien 
(1100705086823649280,irr,collected by group 8)nee macron krijgt laag van voren deze keer klmairfrance denk dat rutte net voor verkiezingen met een geel hesje het binnenhof komt rijden 
(1100705139306975233,neg,collected by group 8)remontée des sondages pour macron dois être seule voir que depuis début mouvement des giletsjaunes macron taxe davantage diminue les prestations les français doivent être mazos giletsjaunes acte 
(1100705159863250944,neg,collected by group 8)benallade nom féminin dysfonctionnement suite une benallade macron bénéficié ristournes conséquentes sans être inquiété les chances benallade augmentent lorsqu alexandre benalla est dans les parages 
(1100705168960774146,neg,collected by group 8)sur petite phrase macron suis partisan ordre toujours demandé aux giletsjaunes rester pacifiques pas gêner activité des commerçants ici président monte les français les uns contre les autres tdinfos sia 
(1100705859540303872,neg,collected by group 8)décathlon bourse dire que charlot conseille macron
(1100705847615868929,neg,collected by group 8)action coup poing matin collectif mairie cabestany les militants sont venus réquisitionner portrait emmanuel macron pour symboliser son inaction contre climat reportage suivre sur 
